# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_38	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_17	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other	6.55865652569e-05	2.53157566398e-05	4.09214334628e-05	6.41256195072e-05	1.78693387777e-05	3.59659497339e-05	1.00774847826e-05	2.84942795628e-05	0.000165150275642	3.81257171991e-05	1.39709316679e-05	2.32965663966e-05	5.62766779256e-05	1.33971268304e-05	6.63903821979e-05	1.60018218918e-05	3.05826361521e-05	7.30472792916e-05	1.1353766391e-05	6.4800884004e-06	8.45656642918e-05	0.00049112186215	1.49579748429e-05	4.27567300159e-05	1.78231422281e-05	4.55456546477e-05	2.21230695265e-05	2.18859484626e-05	1.81522672832e-05	9.43761333111e-06	3.46830658617e-05	2.089488438e-05	3.18229809073e-05	6.56180417627e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria	8.73124259061e-05	0.0	0.0	0.0	0.0	3.41172219984e-07	0.0	0.0	6.76750856578e-07	2.66772410045e-06	0.0	0.0	9.01110056273e-06	7.14988870955e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12888298276e-05	0.0	0.00369908362098	0.0	0.0	0.0	0.000109066894322	0.0	8.11041877976e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	4.87614589429e-07	3.31587140189e-07	0.0	0.0	0.0	0.0	0.0	4.6552767562e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26065219589e-06	0.00109500038518	0.0	0.0	0.0	0.0	0.0	0.00125486887659	0.0	0.0
k__Bacteria;Other;Other	0.000680284961907	0.000662126979967	0.000293133672284	0.000229330034004	0.000154097040483	0.00113565952999	4.30564145668e-05	0.000169691581312	0.000189742508224	0.000703446429412	0.000849062904236	0.000253143301999	0.000214631595825	0.000340781669561	0.000695580595903	0.00123728311523	0.000173709726118	0.000155655963563	0.000268892477824	0.000487225176156	0.000587345661919	0.00126403794453	0.000594901381379	0.000548002690551	0.000367827109407	0.00101929010838	0.000738808762613	0.000637590195885	0.000114691724686	0.000345453914467	0.000415164664305	0.00140814200037	0.000824166158096	0.000437026718958
k__Bacteria;p__Actinobacteria;Other	1.27417383698e-06	4.86470051687e-07	1.18830462243e-06	3.84860517138e-06	0.0	3.54284665788e-06	1.97443813414e-07	4.0906718836e-07	4.11334740098e-07	1.47329104707e-06	1.35255768659e-06	6.75634589788e-07	6.18154071667e-06	0.0	6.98107277949e-06	1.78850631125e-06	1.92578062204e-06	0.0	1.21312729903e-07	5.45959114262e-06	1.47381994408e-06	5.27659680592e-06	1.97774678868e-07	0.0	3.96323160454e-06	6.55713179245e-06	2.33219064885e-06	1.3891964941e-06	1.57106572916e-06	6.98572534085e-07	1.31707796877e-06	9.51434657521e-07	7.00150182847e-07	3.18264813928e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.00489988006271	0.011944431043	0.0455979088429	0.00587395331028	0.00662840461183	0.00214742783024	0.00333745963257	0.00198007800981	0.000243263831961	0.00154335202774	0.000112308993833	0.00828777365585	0.0879073323702	0.00513340804244	0.0694771046825	0.0127536857223	0.00124756562673	0.00467980240158	0.00034198660767	0.0313556766922	0.000217484366131	0.00546429441112	0.0300902851387	0.000183238890467	0.0307687929395	0.117400962008	0.00252675604861	0.000138845543738	0.014362231421	0.00259643096151	0.000188908299873	0.00422489676837	0.000156240434314	0.0831870402372
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.00074900419024	0.00458234825017	0.000619455890657	0.000435653999648	0.00144359076555	0.00356076196339	0.000300870535912	0.000755249132594	0.00156105852874	0.00114474392429	0.00137701207575	0.00401578681999	0.000773169159406	0.00121027313018	0.00118960108402	0.000615050064072	0.000442582640183	0.000577207585695	0.000807199885411	0.0022758025808	0.00192146149722	0.00353505423822	0.00122459725344	0.00347643597219	0.00238557073785	0.00549152761282	0.00459215310901	0.000878019830047	0.000725336783516	0.000712441967744	0.000680809300193	0.00111425965774	0.00228265768506	0.00376977090366
k__Bacteria;p__Bacteroidetes;Other	0.000439744515868	0.0015897494291	0.000200331978913	0.00119777210087	0.000207602533266	0.00032335225482	0.000218006055371	0.000308676776473	0.000331182131527	0.000402983561859	0.00050878769669	0.0001723980749	0.000265452150199	0.000441989089949	0.00264532449958	0.00109211348561	0.00069659126943	0.000206649285891	0.00036473265931	0.000426091217369	0.000181066773651	0.00040562778782	0.000510156020111	0.00029140777525	0.00033177366711	0.00033829654311	0.00507009272883	0.000392963045815	0.00159448817278	0.000216141355937	0.00065695002972	0.000246063943944	0.000373828296485	0.000319845833294
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.897485806566	0.781151259315	0.842060976239	0.838374587963	0.898721397793	0.716716701775	0.961724196077	0.745715875296	0.865964627954	0.784149321408	0.814412051029	0.824167506034	0.732111559879	0.84904191212	0.545283410019	0.796317742342	0.919767037025	0.878875783518	0.900252063654	0.786830578367	0.841514384566	0.807888407726	0.703817121901	0.863791986207	0.831576705277	0.372766301839	0.794126077753	0.786632215413	0.933911980732	0.861715347648	0.905745313536	0.9021303819	0.834857059014	0.729976387947
k__Bacteria;p__Bacteroidetes;c__Chitinophagia	1.29456718822e-06	4.83208626795e-06	5.46695722246e-06	1.04023470287e-06	7.99326886457e-06	3.14077806074e-06	2.46562632781e-06	1.58701556531e-06	2.24341140525e-06	8.06958725172e-06	4.20031078862e-06	7.49602764938e-06	3.54139378496e-06	1.30984906389e-06	1.25051583778e-06	3.54548410616e-06	4.29084111916e-06	4.39630943074e-06	3.90070965246e-06	4.93804884566e-06	2.12890029918e-06	8.7098202634e-06	3.29246268128e-06	5.46241001481e-06	4.07874882245e-06	1.44788298785e-05	2.54544467221e-06	1.19582086071e-06	7.48487187566e-07	0.0	3.30090197146e-06	3.06290796451e-06	7.41604998168e-06	6.10037842308e-06
