# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other	1.43083455344e-05	1.83144400183e-05	1.12460764522e-05	0.000112530370131	1.03823104665e-05	5.60454720039e-05	2.64248634765e-06	2.5509698481e-05	2.57372433353e-06	1.28578796278e-05	2.49661058162e-05	0.000105907637363	1.71061229657e-06	8.09108063033e-05	8.44678773722e-06	4.2519560573e-05	3.64245332066e-05	7.20053834285e-06	6.2325484556e-06	0.00130806064476	1.64211194033e-05	7.07354058717e-05	7.9996288e-06	7.32831389068e-05	2.49620882189e-05	3.65557628611e-05	1.8215834658e-05	1.25385572368e-05	2.10636555058e-05	2.60809874976e-05	2.590794134e-05	1.40372556094e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.000112832350798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69256909776e-06	1.1599124962e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34414423992e-05	0.0	0.000168911516348	0.0	0.0	0.0	7.77273627523e-05	0.0	8.08743609173e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00213318463414	0.0	0.0	0.0	0.0	0.0	0.00106728711456	0.0	0.0
k__Bacteria;Other;Other;Other	0.000703084113719	0.000509150273916	0.000240901570853	0.000138475559643	0.000155245446446	0.00141820220914	2.67077654015e-05	0.000219301808652	0.000717417257103	0.000779395484609	0.000229043061813	0.000169692270651	0.00032581256323	0.000586837987551	0.000844347407271	0.000119863548757	0.000175614084146	0.000443906189774	0.000537606098264	0.00125754100879	0.000589503570876	0.000387485620723	0.000519171618586	0.000893599097511	0.000702434926264	0.000592140771881	0.00013307463865	0.000320166052085	0.000442210386772	0.00129412785507	0.000748156899682	0.000368202662801
k__Bacteria;p__Actinobacteria;Other;Other	1.03564053331e-06	0.0	1.88235201956e-06	6.12707836158e-06	0.0	6.69826012693e-07	3.94887626828e-07	4.48429688915e-07	0.0	0.0	1.35126917958e-06	6.15044568314e-06	0.0	7.46845463248e-06	2.17956667263e-06	4.92099345016e-07	0.0	7.3125072342e-06	9.44231187722e-07	1.34752002415e-06	0.0	0.0	1.11333034961e-05	1.10612127514e-05	1.54219126873e-06	1.42143084241e-06	1.30475940887e-06	7.3257014176e-07	1.10767117673e-06	9.13176960911e-07	1.40030036569e-06	2.6392158472e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.0	0.0	1.16896073693e-06	0.0	8.35515421108e-07	4.83785981219e-06	3.94887626828e-07	0.0	0.0	5.68665186535e-06	5.81232526337e-06	9.98070697654e-06	2.3198249924e-06	8.52309335544e-06	2.54886918502e-06	1.35253024596e-06	6.47923534656e-07	3.23221382758e-06	1.56963162375e-06	0.0	6.98266578495e-06	4.44164127528e-06	3.54210500216e-06	0.0	6.23962662074e-07	0.0	7.06559056312e-06	3.6628507088e-07	2.20138614368e-06	9.13176960911e-07	2.64390514383e-06	8.31342918838e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	2.95453764919e-05	5.2775031322e-05	3.13539996506e-05	7.27748266654e-05	9.58918808659e-05	0.000153798112703	1.69839457385e-06	2.21764779658e-05	7.78752810708e-05	1.28233743152e-05	6.05526035185e-05	8.52912921853e-05	9.89596651221e-06	7.61870804038e-05	2.12768529788e-05	1.79673792906e-05	3.83668584841e-05	0.000126254210817	1.33484077298e-05	9.77162916177e-05	8.1254286343e-05	5.05023687251e-05	0.000340668779184	5.46927094613e-05	3.73118920567e-05	2.8573453583e-05	4.91891477917e-05	4.78834720592e-05	5.47593158994e-05	8.55338002457e-05	4.28722912436e-05	7.25520010531e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.00491795353422	0.0021910908977	0.01971014205	0.00447601435459	0.00762382545414	0.00295239393454	0.00173456977768	0.00121167070723	0.00130974542564	2.49417368004e-05	0.00695294799488	0.0491749561607	0.00532992207231	0.0220404517969	0.0103346371496	0.00136648810284	0.00566381401623	0.0247497527228	0.000219626722708	0.00829998666164	0.0329406185639	2.74720050002e-05	0.0449179521018	0.0167871774719	0.0023548198367	2.14875190571e-05	0.0156357186957	0.00251356699904	2.35494402019e-05	0.00377113463998	8.84490367253e-05	0.0813230427447
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales	5.86007445798e-06	1.71487380801e-05	0.0	2.38040608864e-06	4.7171317217e-06	1.45668445439e-05	6.61985590241e-06	1.29906351332e-06	1.34430284454e-05	1.2753312673e-06	8.90424376258e-07	2.73995122887e-06	4.63964998481e-06	6.43890029247e-06	1.94276233606e-06	1.89084544839e-06	3.5407004858e-06	3.65586590829e-06	1.49055165501e-06	1.88652803381e-05	3.7298874363e-06	0.0	8.90664279686e-06	4.92643288016e-06	3.74377597245e-06	0.0	2.63967263678e-06	4.95034011734e-06	6.64602706041e-06	5.34557373461e-06	2.61175935965e-06	1.42846391604e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	1.00026365912e-05	9.79394633515e-06	3.74570085285e-06	5.44915530055e-06	1.19870164946e-05	3.4158521206e-05	6.0503635521e-06	1.66526503914e-05	3.99966724123e-05	1.38550935976e-05	5.36443125006e-06	6.38452735358e-05	0.0	5.24810923185e-06	3.04940945547e-05	1.36303013424e-05	5.80148602356e-05	5.68052066425e-06	1.23160327918e-06	0.000100628746147	3.90450119397e-05	4.44164127528e-06	7.52541064761e-05	3.34811346019e-05	1.79566741366e-05	6.51318720637e-06	1.0627434145e-05	3.92236179268e-06	1.31175562153e-05	1.52119811376e-05	1.49836002551e-05	0.000137036488045
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales	1.00026365912e-05	0.000209016761663	2.58269287382e-05	5.0605016268e-05	3.09990582276e-05	0.000116539387981	4.45824103514e-05	2.5226920851e-05	5.18352267225e-05	6.95195554504e-05	3.03308329489e-05	3.67331276066e-05	8.45508469301e-05	7.81076480366e-05	4.12218659392e-05	9.75102783856e-06	5.67577091651e-05	1.69724275238e-05	2.59568933307e-05	6.71230569864e-05	2.92897100244e-05	5.41218526519e-05	5.30043090815e-05	0.000195569833467	5.11052068016e-05	1.64162275752e-05	1.69853883523e-05	2.17673448963e-05	3.85497424317e-05	3.97913475001e-05	3.7346650684e-05	6.87221437866e-05
