# Constructed from biom file
#OTU ID	MCT.f.0556	MCT.f.0305	MCT.f.0336	MCT.f.0557	MCT.f.0558	MCT.f.0319	MCT.f.0318	MCT.f.0624	MCT.f.0524	MCT.f.0051	MCT.f.0403	MCT.f.0374	MCT.f.0252	MCT.f.0134	MCT.f.0611	MCT.f.0405	MCT.f.0543	MCT.f.0439	MCT.f.0067	MCT.f.0627	MCT.f.0013	MCT.f.0457	MCT.f.0357	MCT.f.0441	MCT.f.0153	MCT.f.0608	MCT.f.0578	MCT.f.0306	MCT.f.0492	MCT.f.0255	MCT.f.0250	MCT.f.0438	MCT.f.0574	MCT.f.0573	MCT.f.0335	MCT.f.0066	MCT.f.0607	MCT.f.0590	MCT.f.0422	MCT.f.0541	MCT.f.0424	MCT.f.0442	MCT.f.0048	MCT.f.0473	MCT.f.0218	MCT.f.0356	MCT.f.0539	MCT.f.0220	MCT.f.0456	MCT.f.0355	MCT.f.0169	MCT.f.0525	MCT.f.0216	MCT.f.0303	MCT.f.0235	MCT.f.0117	MCT.f.0115	MCT.f.0458	MCT.f.0560	MCT.f.0421	MCT.f.0119	MCT.f.0388	MCT.f.0135	MCT.f.0166	MCT.f.0423	MCT.f.0440	MCT.f.0271	MCT.f.0219	MCT.f.0098	MCT.f.0068	MCT.f.0269	MCT.f.0593	MCT.f.0609	MCT.f.0390	MCT.f.0459	MCT.f.0233	MCT.f.0575	MCT.f.0065	MCT.f.0304	MCT.f.0354	MCT.f.0012	MCT.f.0152	MCT.f.0489	MCT.f.0302	MCT.f.0522	MCT.f.0352	MCT.f.0016	MCT.f.0063	MCT.f.0476	MCT.f.0133	MCT.f.0406	MCT.f.0595	MCT.f.0301	MCT.f.0369	MCT.f.0267	MCT.f.0540	MCT.f.0149	MCT.f.0437	MCT.f.0559	MCT.f.0148	MCT.f.0628	MCT.f.0014	MCT.f.0114	MCT.f.0408	MCT.f.0592	MCT.f.0254	MCT.f.0322	MCT.f.0321	MCT.f.0337	MCT.f.0472	MCT.f.0118	MCT.f.0391	MCT.f.0323	MCT.f.0610	MCT.f.0338	MCT.f.0544	MCT.f.0455	MCT.f.0340	MCT.f.0049	MCT.f.0387	MCT.f.0425
0;Other;Other;Other;Other;Other;Other	7.08842814106e-06	0.0	0.0	6.63565603413e-06	1.34281059209e-05	2.34274335247e-06	0.000156697946901	6.85867292909e-05	6.68024984134e-06	4.55732430375e-06	3.09646414759e-06	0.0	4.27917326373e-05	3.68879946345e-05	9.6059308147e-05	2.49372205473e-06	2.3780364553e-05	6.55890387598e-06	0.000164137875816	0.0	0.0	1.99161133307e-06	7.85518087187e-05	4.3065394802e-06	0.000909297567629	2.27614148495e-05	1.20030007502e-05	6.78656260604e-05	0.0	4.72616594514e-06	0.0	0.0	1.84757505774e-05	4.59289708466e-05	0.0	1.68866433406e-05	0.0	0.0	1.24559371224e-05	1.72151114248e-05	0.0	1.4681485179e-05	2.01615613113e-05	1.35757049185e-05	3.03128590179e-06	1.63753223892e-05	8.87047771958e-06	1.61898748523e-05	8.99472684139e-06	0.000122856411569	0.0	4.59461694679e-05	7.40244502759e-06	0.0	3.47838185676e-05	5.06983700474e-05	1.91352310699e-05	0.0	2.37350691581e-05	5.11007092778e-06	8.43991064948e-06	7.08646909591e-06	1.21416689938e-05	0.000467765082018	0.0	3.68379755322e-06	6.35239262868e-06	4.96289110966e-05	7.5e-05	0.0	0.000265778871979	8.9781919717e-06	1.16381918905e-05	1.7373779492e-05	1.95073991565e-05	8.44181059954e-06	2.81485964406e-05	0.0	5.08031985694e-05	4.7870448888e-05	7.33229214785e-06	2.76905525373e-05	3.56163407771e-05	0.0	0.0	2.0467756461e-05	8.1795799513e-06	2.19215559044e-05	0.0	4.41988950276e-05	1.81103645616e-05	0.0	4.91803278689e-05	7.6074553062e-06	0.000270056282184	0.0	0.0	6.91960115419e-06	5.4754017576e-06	3.41720121457e-05	3.6488170014e-05	4.17743662045e-05	4.17211359275e-05	5.57783591122e-06	1.25434945674e-05	6.7647556232e-05	4.72132385921e-06	5.26090322193e-05	0.0	3.67428222897e-06	3.17946826573e-06	0.000413564929694	0.0	7.83116018638e-05	7.30700376311e-06	1.42460289194e-05	7.4895707727e-06	5.72549131872e-05	0.0	2.4237723593e-05	0.000133290172706
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92732200049e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.47594994091e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000166209590293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6074553062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.40609891454e-06	0.0	0.0	0.0	0.0	0.0	7.30700376311e-06	0.0	0.0	1.43137282968e-05	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	0.0	0.0	7.65338662358e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017614070534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252525252525	0.0	0.0	0.0	0.0	0.0	8.95828001024e-05	0.0	0.0	6.95412710058e-06	0.0	0.0	0.0	0.0	2.24017347903e-06	0.0	2.12190013125e-05	0.0	4.43523885979e-06	4.85696245568e-05	0.0	0.0	0.0	0.0	2.96097801104e-05	0.0	6.95676371352e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000148815851014	0.0	0.0	0.0	0.0	0.0	1.80468767624e-05	0.0	0.0	0.0	1.79563839434e-05	0.0	6.60203620696e-05	0.0	8.44181059954e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0117177761157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.20486342438e-06	0.0	0.000114111829593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76304837022e-05	0.0	0.0	0.0	0.000112873186974	0.0	0.0	0.0	0.0	0.0	3.65350188155e-05	0.0	0.0	2.86274565936e-05	0.0	2.4237723593e-05	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus_Methanomassiliicoccus_intestinalis	0.0	0.0	0.0021429482546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80159316745e-05	0.0	1.1345869763e-05	0.0	0.0	0.0	0.000959815715383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9829151343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56163407771e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183418928833	0.0	0.0	0.0	0.0	0.0	0.00162215483541	0.0	0.0	0.000415098120607	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other;Other	0.000148856990962	0.000591065749821	0.00303584336069	8.62635284437e-05	6.71405296045e-05	0.000831673890125	0.000922381096529	4.38955067462e-05	0.000818330605565	0.000319012701263	0.000105279781018	0.000398906891505	0.000275471778852	0.000147551978538	0.000251449365444	0.000174560543831	0.000422101470816	0.000534550665893	0.00134512990912	0.00018729153295	0.000593917360642	0.000691089132574	0.000248325072724	0.000288538145173	0.000795635371675	9.86327976814e-05	0.000354088522131	0.000559891414998	0.00160137965016	0.00016541580808	0.00032222270127	0.000249860523064	0.000175519630485	0.000367431766773	0.00118163979183	0.00113478243249	0.000103562551781	0.000285119211124	0.000224206868204	0.000766072458404	0.000217319693282	0.000220222277686	0.000421152614058	0.00035975618034	0.000451661599367	0.000376632414951	0.000816083950201	0.000404746871307	0.000595900653242	0.000829280778091	8.50404414544e-05	0.000932707240197	0.000954915408559	0.0010767693058	0.000528714042228	0.00156802815932	0.00099264011175	0.000634272365836	0.000100874043922	0.000102201418556	0.000928390171443	0.000701560440495	6.07083449691e-05	5.90383113226e-05	9.79157924185e-05	0.000294703804258	0.000689234600212	0.000496289110966	0.00085	0.00111193111931	0.000573522829006	0.000336682198939	0.000186211070248	0.000837416171514	0.000807606325079	0.000785088385757	0.000274448815296	0.00149042477106	0.000548674544549	0.000287222693328	0.000439937528871	0.000470739393134	0.000688582588358	0.000565032404608	0.000960315957476	0.000334306688863	0.00127328794575	0.00127145024245	0.00161729443501	0.000362430939227	8.4515034621e-05	0.000327906395736	0.00108196721311	0.000273868391023	0.00049714906493	0.00121797071848	0.000761019846282	0.00059508569926	7.11802228489e-05	0.000722493971081	4.17007657303e-05	0.000715386021253	0.00329596973827	6.13561950235e-05	0.000188152418511	0.000216472179942	0.00109062581148	0.000916900275822	0.00194706247531	0.000624627978924	0.00117958272658	0.000540815677292	0.000858949204273	2.61038672879e-05	0.0010302875306	0.00025642852055	0.000561717807952	0.000658431501653	0.00037523878832	0.00048475447186	7.61658129748e-05
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59030449029e-06	0.0	3.35345405768e-06	0.0	4.98744410945e-06	5.94509113825e-06	0.0	0.0	0.0	2.57107082529e-06	1.99161133307e-06	5.06785862702e-06	0.0	0.0	0.0	0.0	0.0	4.10610166708e-06	0.0	2.26917395261e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.04311906509e-05	0.0	0.0	2.28757571876e-06	0.0	0.0	0.0	0.0	0.0	4.43523885979e-06	0.0	2.24868171035e-06	0.0	0.0	0.0	0.0	0.0	6.95676371352e-06	0.0	2.39190388373e-06	0.0	0.0	7.66510639168e-06	2.81330354983e-06	7.08646909591e-06	0.0	0.0	5.5951881382e-06	0.0	9.52858894303e-06	0.0	1.25e-05	0.0	0.0	0.0	0.0	0.0	3.9014798313e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.10762210149e-05	0.0	0.0	1.35255768659e-05	0.0	0.0	4.38431118087e-06	1.24887601159e-05	0.0	6.03678818721e-06	1.56145902732e-05	0.0	0.0	6.13764277692e-06	1.67418655461e-05	0.0	3.45980057709e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.01739782697e-06	0.0	0.0	0.0	0.0	0.0	3.17946826573e-06	0.0	0.0	0.0	0.0	1.42460289194e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other;Other	0.0	0.0	0.0	4.42377068942e-06	0.0	0.0	0.0	0.0	0.0	4.55732430375e-06	0.0	2.59030449029e-06	0.0	0.0	2.82527376903e-06	0.0	0.0	0.0	0.0	2.10439924663e-06	0.0	0.0	0.0	4.3065394802e-06	0.0	0.0	0.0	5.08992195453e-05	1.23183050012e-05	0.0	0.0	1.71137344565e-06	9.23787528868e-06	1.14822427116e-05	4.26584762392e-06	3.37732866812e-06	0.0	1.04311906509e-05	0.0	0.0	2.28757571876e-06	0.0	0.0	6.78785245924e-06	0.0	0.0	0.0	0.0	0.0	1.02380342974e-05	0.0	0.0	1.11036675414e-05	4.82856190941e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.81330354983e-06	0.0	0.0	0.0	0.0	0.0	1.27047852574e-05	0.0	2.5e-05	0.0	2.79767233662e-05	4.48909598585e-06	0.0	0.0	0.0	0.0	0.0	5.00142540624e-06	4.06425588555e-05	0.0	0.0	0.0	9.49769087391e-05	1.41258101152e-05	0.0	0.0	0.0	4.38431118087e-06	6.24438005795e-06	0.0	6.03678818721e-06	3.12291805463e-05	4.91803278689e-05	0.0	0.0	0.0	0.0	3.8057806348e-05	5.4754017576e-06	0.0	1.04251914326e-05	5.22179577557e-06	0.0	0.0	5.01739782697e-06	0.0	0.0	0.0	0.0	3.67428222897e-06	3.17946826573e-06	0.0	0.0	0.0	7.30700376311e-06	1.42460289194e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp._oral_taxon_183	4.25305688464e-05	3.74619137211e-05	0.0	7.07803310308e-05	4.92363883766e-05	7.0282300574e-06	7.12263395003e-06	0.0	0.0	4.55732430375e-06	3.09646414759e-06	0.0	5.61641490864e-05	6.70690811536e-06	5.08549278425e-05	3.24183867115e-05	1.18901822765e-05	3.27945193799e-06	0.000148124424517	2.10439924663e-06	0.0	0.0	2.53392931351e-06	0.0	0.0	1.13807074248e-05	6.00150037509e-06	0.0	4.10610166708e-06	0.0	1.1345869763e-05	5.13412033694e-06	0.0	0.0	0.0	6.75465733623e-06	1.15069501979e-05	6.95412710058e-06	0.0	1.72151114248e-05	2.28757571876e-06	1.17451881432e-05	0.0	0.0	3.03128590179e-06	1.63753223892e-05	0.0	9.71392491136e-06	6.74604513104e-06	3.07141028922e-05	0.0	4.59461694679e-06	0.0	2.89713714564e-05	1.3913527427e-05	7.24262429249e-06	2.39190388373e-06	3.09401154066e-06	2.96688364476e-06	0.0	8.43991064948e-06	0.0	0.0	0.0	2.7975940691e-06	7.36759510644e-06	0.0	4.5117191906e-06	1.25e-05	0.0	0.0	4.48909598585e-06	8.14673432336e-05	0.0	3.9014798313e-05	1.68836211991e-05	4.22228946609e-05	5.00142540624e-06	2.03212794278e-05	6.83863555543e-06	0.0	0.0	7.12326815543e-05	0.0	0.0	1.3645170974e-05	0.0	1.31529335426e-05	0.0	0.0	1.81103645616e-05	2.60243171219e-05	0.00016393442623	0.0	0.0	0.0	0.0	0.0	4.92786158184e-05	0.0	0.0	0.0	1.39070453092e-05	0.0	1.75608923944e-05	6.7647556232e-06	9.44264771842e-06	0.0	0.0	0.0	0.0	0.0	1.30804447351e-05	1.3051933644e-05	0.0	8.54761735166e-05	2.24687123181e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;Other	0.0	0.0	8.50376291509e-06	2.21188534471e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.09646414759e-06	0.0	0.0	0.0	2.82527376903e-06	0.0	5.94509113825e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23183050012e-05	0.0	4.53834790521e-06	0.0	0.0	0.0	2.13292381196e-06	3.37732866812e-06	0.0	0.0	0.0	0.0	2.28757571876e-06	2.93629703581e-06	2.24017347903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14964597979e-06	0.0	3.7012225138e-06	4.82856190941e-06	0.0	3.62131214624e-06	0.0	3.09401154066e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.7975940691e-06	0.0	0.0	0.0	0.0	9.84009840098e-06	0.0	4.48909598585e-06	1.16381918905e-05	0.0	0.0	0.0	0.0	5.00142540624e-06	0.0	6.83863555543e-06	0.0	0.0	4.74884543695e-05	2.82516202304e-06	0.0	0.0	0.0	4.38431118087e-06	0.0	0.0	0.0	5.20486342438e-06	0.0	0.0	6.13764277692e-06	0.0	0.0	0.0	5.4754017576e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72132385921e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.61038672879e-05	0.0	0.0	0.0	0.0	0.0	1.21188617965e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02380342974e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01606397139e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38431118087e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
