# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_38	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_17	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other;Other;Other	6.55865652569e-05	2.53157566398e-05	4.09214334628e-05	6.41256195072e-05	1.78693387777e-05	3.59659497339e-05	1.00774847826e-05	2.84942795628e-05	0.000165150275642	3.81257171991e-05	1.39709316679e-05	2.32965663966e-05	5.62766779256e-05	1.33971268304e-05	6.63903821979e-05	1.60018218918e-05	3.05826361521e-05	7.30472792916e-05	1.1353766391e-05	6.4800884004e-06	8.45656642918e-05	0.00049112186215	1.49579748429e-05	4.27567300159e-05	1.78231422281e-05	4.55456546477e-05	2.21230695265e-05	2.18859484626e-05	1.81522672832e-05	9.43761333111e-06	3.46830658617e-05	2.089488438e-05	3.18229809073e-05	6.56180417627e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;Other	7.76730399985e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51774245754e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49113469778e-06	0.0	5.63339190146e-05	0.0	0.0	0.0	1.81158515148e-06	0.0	3.3646566621e-06	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	8.65356955061e-05	0.0	0.0	0.0	0.0	3.41172219984e-07	0.0	0.0	6.76750856578e-07	2.66772410045e-06	0.0	0.0	8.15932631698e-06	7.14988870955e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97976951298e-05	0.0	0.00364274970197	0.0	0.0	0.0	0.000107255309171	0.0	7.77395311355e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus_Methanomassiliicoccus_intestinalis	4.87614589429e-07	3.31587140189e-07	0.0	0.0	0.0	0.0	0.0	4.6552767562e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26065219589e-06	0.00109500038518	0.0	0.0	0.0	0.0	0.0	0.00125486887659	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other;Other	0.000680284961907	0.000662126979967	0.000293133672284	0.000229330034004	0.000154097040483	0.00113565952999	4.30564145668e-05	0.000169691581312	0.000189742508224	0.000703446429412	0.000849062904236	0.000253143301999	0.000214631595825	0.000340781669561	0.000695580595903	0.00123728311523	0.000173709726118	0.000155655963563	0.000268892477824	0.000487225176156	0.000587345661919	0.00126403794453	0.000594901381379	0.000548002690551	0.000367827109407	0.00101929010838	0.000738808762613	0.000637590195885	0.000114691724686	0.000345453914467	0.000415164664305	0.00140814200037	0.000824166158096	0.000437026718958
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other;Other	1.27417383698e-06	4.86470051687e-07	1.18830462243e-06	3.84860517138e-06	0.0	3.54284665788e-06	1.97443813414e-07	4.0906718836e-07	4.11334740098e-07	1.47329104707e-06	1.35255768659e-06	6.75634589788e-07	6.18154071667e-06	0.0	6.98107277949e-06	1.78850631125e-06	1.92578062204e-06	0.0	1.21312729903e-07	5.45959114262e-06	1.47381994408e-06	5.27659680592e-06	1.97774678868e-07	0.0	3.96323160454e-06	6.55713179245e-06	2.33219064885e-06	1.3891964941e-06	1.57106572916e-06	6.98572534085e-07	1.31707796877e-06	9.51434657521e-07	7.00150182847e-07	3.18264813928e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other;Other	0.0	1.27801867329e-05	4.26471723422e-06	1.90631309896e-07	2.05276447473e-06	3.70084981575e-06	1.44462832207e-06	1.88351584602e-07	8.26557594589e-07	3.71451155659e-07	2.84332593268e-06	4.97817443172e-06	1.12777305797e-05	3.83041916418e-06	1.01138560133e-05	1.77383224381e-06	6.76265122979e-07	3.88754120794e-07	1.82935539839e-06	4.97045909516e-06	9.15618447187e-07	1.41811836169e-06	4.06440559675e-06	2.49836876149e-06	2.30880386079e-06	2.68238034351e-05	2.40029567431e-06	4.42791356713e-07	4.34547190672e-06	9.01150512341e-07	2.18302649775e-06	1.42099276271e-06	1.32195257192e-06	1.08473809318e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp._oral_taxon_183	0.0	2.62594079823e-05	7.57636994751e-06	3.85697723824e-06	3.94283813673e-05	4.01259011344e-05	4.44336513684e-07	1.68167221093e-05	0.0	2.41647669562e-05	4.59461694679e-07	1.27736885092e-05	6.4973535634e-06	5.69665537969e-07	1.05394458318e-05	4.0255714403e-06	6.70690811536e-07	7.32718238457e-07	2.7068189213e-06	3.5338932717e-05	3.9675927028e-07	2.61855278749e-05	1.99343005323e-07	2.15711625047e-06	1.88127598185e-05	1.88346958053e-05	0.0	1.01916786095e-05	1.52913575767e-05	0.0	6.50992696667e-06	0.0	3.62076775557e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;Other	1.51485772456e-06	7.54541564898e-07	2.09735502558e-07	4.23764148988e-07	6.40607258526e-07	1.9618021307e-06	0.0	2.70448886316e-06	2.91049704226e-06	0.0	0.0	0.0	9.69395941023e-07	2.80021684879e-07	0.0	3.01776012187e-07	5.32572110264e-07	1.06986389441e-06	1.6255377024e-06	2.6311421774e-06	0.0	2.51146262847e-06	0.0	4.62652814225e-07	1.36336668115e-06	1.49516898427e-05	0.0	2.57834295055e-07	5.99868376673e-07	0.0	9.82499042719e-07	8.86390560588e-07	3.37237418515e-07	5.57967525174e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_dentalis	0.0	7.81587670298e-07	0.0	0.0	0.0	0.0	0.0	1.998000002e-07	0.0	0.0	0.0	2.43607733084e-07	0.0	0.0	0.0	6.04052953698e-07	0.0	0.0	1.50127833851e-07	6.14669707233e-07	0.0	4.87145686763e-07	0.0	0.0	2.68996390606e-07	0.0	0.0	0.0	3.73452599155e-07	0.0	8.53169524785e-07	0.0	0.0	8.87822875903e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_gerencseriae	3.88365199993e-07	0.0	0.0	4.41552569483e-07	4.62828919095e-07	2.23154977431e-06	0.0	1.88351584602e-07	0.0	0.0	4.59461694679e-07	1.14822427116e-06	1.56145902732e-06	5.69665537969e-07	6.32783233775e-07	0.0	0.0	0.0	1.93008461491e-07	6.14669707233e-07	0.0	0.0	5.09579846163e-07	5.63964898825e-07	0.0	0.0	0.0	9.55304818517e-07	0.0	0.0	0.0	2.89907507909e-07	4.4932955537e-07	1.7690007532e-06
