# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other	0.000115565725469	2.79748587498e-05	6.02505454044e-06	3.01712361512e-05	1.12725322024e-05	1.28223965234e-05	3.5024966435e-05	4.17541033502e-05	2.16128145836e-05	1.75421397697e-05	2.61390796537e-05	5.38042163478e-06	8.23962853835e-06	7.5e-05	2.4634823192e-05	3.10761862186e-05	0.000233882541009	0.000242790033078	4.05892150121e-05	1.43215595759e-05	1.90631292196e-05	2.87913637036e-05	1.78081703886e-05	5.74999571581e-06	7.59666162073e-06	7.31959666879e-06	3.8037276531e-06	5.72243496052e-05	1.29123833901e-05	4.32742092663e-05	0.000180729182264
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	5.97684841692e-05	0.0	0.0	0.0	0.0	8.87047771958e-07	0.0	0.0	7.69928715653e-06	0.0	0.0	1.69364645427e-05	7.46724493011e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09803081708e-05	0.0	0.00722925572562	0.0	0.0	0.0	0.00014892999512	0.0	7.50358319392e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39658302686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83646744076e-06	5.68161362258e-05	0.0	0.0	0.0	0.0	0.0	0.00139484124287	0.0	0.0
k__Bacteria;Other;Other;Other;Other	0.00064113669029	0.000737233438815	0.000363826852556	0.000143561917087	9.48630631562e-05	0.00069573142369	9.09626018087e-05	0.000133191930488	0.000656901213992	0.000903784601079	0.000292872183671	0.000284465056077	0.00037180136788	0.00085	0.00159292218147	0.000190230420911	7.20393763885e-05	0.000687472145543	0.00127074369489	0.00075563221413	0.00057690324755	0.000244895617036	0.00114498111926	0.000867226198091	0.000658117256937	0.000106427888623	0.000336387641264	0.000415153529591	0.00157065293201	0.000924106055645	0.00058663549805
k__Bacteria;p__Actinobacteria;Other;Other;Other	1.77161727398e-06	0.0	5.76633429516e-07	3.10957404973e-06	0.0	8.27364489271e-06	0.0	0.0	3.47838185676e-06	4.50852562195e-06	0.0	7.76579468775e-06	0.0	1.25e-05	1.67693513986e-06	1.11781801923e-06	0.0	2.76905525373e-06	8.76862236174e-07	6.42767706322e-07	0.0	5.67293488152e-07	2.05305083354e-06	4.16292003863e-06	1.62835457494e-06	2.75605807417e-06	1.29515224515e-06	1.0135717254e-06	0.0	0.0	5.22207723998e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.0	2.66127463824e-05	7.34595321231e-06	4.57515143751e-07	1.97983448941e-06	2.84920578389e-06	4.1765302264e-06	5.65054753806e-07	0.0	0.0	5.18002950008e-06	1.27917162525e-05	1.51910810125e-06	2.5e-05	1.19855436311e-06	0.0	0.0	0.0	2.55261305105e-06	1.30544894389e-06	2.77591688535e-06	0.0	5.36476068701e-05	5.56883824872e-06	0.0	1.5091970468e-06	1.29515224515e-06	2.04760685948e-06	2.31457027741e-06	0.0	1.35605028745e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	2.05170739707e-05	0.000115499192736	2.53321948593e-05	4.447362502e-05	7.16662293988e-05	5.96892735575e-05	3.93337869438e-06	0.000106700931633	0.00010802425555	2.34100217243e-05	5.66927496123e-05	0.000147067550748	1.4321411039e-05	6.25e-05	2.79071523602e-05	7.82472613459e-06	1.39903465027e-05	1.42933345753e-05	0.000135910316776	2.62615525769e-05	2.33526831874e-05	6.25942890332e-05	0.000848096455755	0.000164388597088	4.48227819956e-05	3.40595889099e-05	1.27880642868e-05	7.1296901939e-05	0.000125312931387	6.07664083727e-05	0.000111257002329
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.00534387322247	0.0195641140101	0.0794994649526	0.00364995995244	0.00606039168833	0.000538351863873	0.00618565457282	0.00332874879522	0.00147634009612	4.1924419415e-05	0.0111342263388	0.145594147997	0.00516157186671	0.277025	0.0162513720526	0.000950604835391	0.00209914506937	0.000137281540743	0.00337968639414	0.0295816954537	7.96378274757e-06	0.0133078178588	0.216671646944	0.00254499016339	2.64466606133e-05	0.00773034814262	0.00173357497554	1.68890734856e-05	0.00434563290333	2.08046810326e-05	0.0597804091021
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25e-05	3.17946826573e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32704541168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	4.84527483704e-06	2.59076642693e-05	0.0	6.20480052352e-06	1.53745742046e-06	0.0	1.12234626487e-05	7.04173548306e-06	1.53985743131e-05	4.50852562195e-06	7.03714911015e-06	3.18274004121e-06	1.51910810125e-06	2.5e-05	1.4485248585e-06	0.0	0.0	0.0	3.22807878467e-06	2.51470469957e-06	3.38378939295e-06	1.1345869763e-06	3.56163407771e-05	4.16292003863e-06	0.0	4.52759114041e-06	3.8037276531e-06	8.02530116653e-06	2.12733734541e-06	1.3405783195e-06	9.31383909126e-06
