# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other;Other;Other	0.000115565725469	2.79748587498e-05	6.02505454044e-06	3.01712361512e-05	1.12725322024e-05	1.28223965234e-05	3.5024966435e-05	4.17541033502e-05	2.16128145836e-05	1.75421397697e-05	2.61390796537e-05	5.38042163478e-06	8.23962853835e-06	7.5e-05	2.4634823192e-05	3.10761862186e-05	0.000233882541009	0.000242790033078	4.05892150121e-05	1.43215595759e-05	1.90631292196e-05	2.87913637036e-05	1.78081703886e-05	5.74999571581e-06	7.59666162073e-06	7.31959666879e-06	3.8037276531e-06	5.72243496052e-05	1.29123833901e-05	4.32742092663e-05	0.000180729182264
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61898748523e-06	0.0	0.000107741405149	0.0	0.0	0.0	3.8037276531e-06	0.0	6.20536619489e-06	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	5.97684841692e-05	0.0	0.0	0.0	0.0	8.87047771958e-07	0.0	0.0	7.69928715653e-06	0.0	0.0	1.69364645427e-05	7.46724493011e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93613206855e-05	0.0	0.00712151432047	0.0	0.0	0.0	0.000145126267466	0.0	6.88304657444e-05	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus_Methanomassiliicoccus_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39658302686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83646744076e-06	5.68161362258e-05	0.0	0.0	0.0	0.0	0.0	0.00139484124287	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other;Other	0.00064113669029	0.000737233438815	0.000363826852556	0.000143561917087	9.48630631562e-05	0.00069573142369	9.09626018087e-05	0.000133191930488	0.000656901213992	0.000903784601079	0.000292872183671	0.000284465056077	0.00037180136788	0.00085	0.00159292218147	0.000190230420911	7.20393763885e-05	0.000687472145543	0.00127074369489	0.00075563221413	0.00057690324755	0.000244895617036	0.00114498111926	0.000867226198091	0.000658117256937	0.000106427888623	0.000336387641264	0.000415153529591	0.00157065293201	0.000924106055645	0.00058663549805
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other;Other	1.77161727398e-06	0.0	5.76633429516e-07	3.10957404973e-06	0.0	8.27364489271e-06	0.0	0.0	3.47838185676e-06	4.50852562195e-06	0.0	7.76579468775e-06	0.0	1.25e-05	1.67693513986e-06	1.11781801923e-06	0.0	2.76905525373e-06	8.76862236174e-07	6.42767706322e-07	0.0	5.67293488152e-07	2.05305083354e-06	4.16292003863e-06	1.62835457494e-06	2.75605807417e-06	1.29515224515e-06	1.0135717254e-06	0.0	0.0	5.22207723998e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other;Other	0.0	2.66127463824e-05	7.34595321231e-06	4.57515143751e-07	1.97983448941e-06	2.84920578389e-06	4.1765302264e-06	5.65054753806e-07	0.0	0.0	5.18002950008e-06	1.27917162525e-05	1.51910810125e-06	2.5e-05	1.19855436311e-06	0.0	0.0	0.0	2.55261305105e-06	1.30544894389e-06	2.77591688535e-06	0.0	5.36476068701e-05	5.56883824872e-06	0.0	1.5091970468e-06	1.29515224515e-06	2.04760685948e-06	2.31457027741e-06	0.0	1.35605028745e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp._oral_taxon_183	0.0	4.17814984725e-05	4.58772592077e-06	1.01703395757e-06	4.29585575434e-05	2.29162934436e-05	7.01466415542e-07	3.36523724685e-05	1.53985743131e-05	1.53153898226e-06	1.2056098759e-05	1.37571081507e-05	1.51910810125e-06	1.25e-05	6.39629682697e-06	2.23563603845e-06	0.0	0.0	3.46066881603e-05	0.0	4.31423250094e-06	1.85686936182e-05	3.76693916107e-05	0.0	1.42647134606e-05	1.34063038552e-05	0.0	1.40214322249e-05	0.0	7.33479129219e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;Other	3.02971544913e-06	1.27562065541e-06	4.89382839301e-07	1.01703395757e-06	1.53745742046e-06	1.18901822765e-06	0.0	8.11346658949e-06	0.0	0.0	0.0	2.42348985256e-06	7.46724493011e-07	0.0	7.24262429249e-07	0.0	1.5748229899e-06	0.0	4.52063273124e-06	0.0	9.25305628449e-07	1.1345869763e-06	2.99033796854e-05	0.0	6.18802308133e-07	7.74116036897e-07	0.0	1.36772711109e-06	2.12733734541e-06	9.44264771842e-07	2.04588092564e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_dentalis	0.0	1.69343995231e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76862236174e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04760685948e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_gerencseriae	0.0	0.0	0.0	0.0	4.42377068942e-07	2.84920578389e-06	0.0	5.65054753806e-07	0.0	1.53153898226e-06	2.87056067791e-06	3.90364756829e-06	1.51910810125e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12792979765e-06	0.0	0.0	0.0	1.23003230833e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii	3.02971544913e-06	4.79946091615e-06	6.0300445921e-06	9.15251434933e-06	3.96071203944e-06	2.61118882122e-06	0.0	2.86644479339e-06	3.30247189551e-05	1.46389518394e-05	4.62984795545e-06	1.71707965394e-05	0.0	2.5e-05	9.11252014887e-06	2.23563603845e-06	0.0	1.2204290052e-06	1.81788108867e-05	3.19633636218e-06	9.25305628449e-07	4.37636375428e-06	1.98612212221e-05	1.35871979834e-05	3.83880205332e-06	5.66280167155e-06	0.0	2.52493648253e-05	8.44369901903e-06	1.15290012011e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_hongkongensis	0.0	3.29859475636e-06	0.0	0.0	4.42377068942e-07	0.0	0.0	5.65054753806e-07	4.22090529977e-06	0.0	2.30946882217e-06	6.27174728371e-07	0.0	0.0	6.35893653145e-07	0.0	0.0	0.0	4.39720988617e-06	6.42767706322e-07	1.8506112569e-06	1.23591431061e-06	0.0	0.0	1.49791415454e-06	6.23430513682e-07	0.0	0.0	1.70075258302e-06	0.0	7.33954144954e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_johnsonii	0.0	1.38747828596e-06	2.21635939851e-06	5.11007092778e-07	4.26254237188e-06	1.18901822765e-06	9.14489723879e-07	8.53793517397e-06	0.0	0.0	1.50037509377e-06	3.9199304685e-06	7.46724493011e-07	1.25e-05	0.0	0.0	1.5748229899e-06	0.0	6.061845982e-06	2.04489498783e-06	9.25305628449e-07	2.92710321641e-06	7.53387832214e-05	0.0	0.0	0.0	0.0	1.63753223892e-06	1.46140075262e-06	4.26367439896e-06	1.77238480097e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_massiliensis	0.0	5.14652139186e-06	0.0	1.11903762764e-06	9.14938945013e-07	8.37093277304e-07	0.0	1.19585326242e-05	1.19201924563e-05	1.53153898226e-06	0.0	2.32975691119e-05	5.28373977713e-06	0.0	5.62660709965e-07	0.0	1.5748229899e-06	1.08563772897e-05	5.32308928245e-06	6.81631662609e-07	0.0	5.50025917193e-06	0.000198166020812	0.0	3.48476149934e-06	1.87029154105e-06	0.0	2.73224420849e-06	7.65617985686e-06	5.53201759562e-06	2.04588092564e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_meyeri	0.0	1.69343995231e-06	0.0	4.57515143751e-07	2.19016070304e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.12227399646e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00525935e-06	1.46140075262e-06	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_odontolyticus	7.87499028617e-06	3.52787347904e-05	4.02727578574e-06	9.41442798535e-06	8.84754137885e-07	8.01373921133e-06	7.01466415542e-07	1.98991261574e-05	2.30978614696e-05	1.53153898226e-06	9.80987745553e-06	4.66270672516e-05	2.24017347903e-06	1.25e-05	1.36015608239e-06	1.11781801923e-06	6.99517325133e-06	0.0	3.93076498584e-05	1.11446587882e-05	9.7502543858e-06	1.32153194721e-05	0.000121443473871	2.08146001932e-06	5.86178750029e-06	7.60689218782e-06	1.29515224515e-06	1.07666963456e-05	1.52013561848e-05	3.06934160918e-06	8.3266902704e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris	1.7373779492e-06	1.36799226883e-05	3.99379096859e-06	5.11007092778e-07	3.05622601794e-06	1.88946983372e-05	7.01466415542e-07	1.66087890076e-05	8.44181059954e-06	0.0	1.41699029161e-05	2.46510173179e-05	2.26583259426e-06	0.0	1.11427442989e-06	1.11781801923e-06	0.0	0.0	1.96692229911e-05	7.26572765718e-06	9.25305628449e-07	4.209972037e-06	0.000353618976035	0.0	4.02065654918e-06	1.32066000258e-06	8.90260755135e-06	6.27711381415e-06	1.88121978291e-06	1.56950572865e-05	6.85530835083e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._oral_taxon_448	0.0	5.46448087432e-06	1.06601626882e-06	0.0	9.17579526829e-06	0.0	0.0	0.0	0.0	1.11337497356e-06	5.27786183261e-06	8.26625990636e-06	0.0	0.0	2.96794712196e-06	0.0	0.0	9.96099275238e-07	0.0	0.0	0.0	7.87403370316e-06	0.0	0.0	5.52983440624e-06	0.0	0.0	0.0	1.70075258302e-06	5.60425271846e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_turicensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47838185676e-06	1.53153898226e-06	0.0	1.3012158561e-06	0.0	0.0	0.0	1.11781801923e-06	2.27070428164e-06	0.0	1.9680196802e-06	0.0	0.0	1.70188046445e-06	0.0	5.87885156635e-05	1.34920902621e-06	0.0	1.29515224515e-06	2.04760685948e-06	3.58873809803e-06	1.74405929802e-06	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus_curtisii	3.97658586244e-06	0.0	8.61862337123e-07	4.98237484897e-06	1.84033081353e-06	0.0	0.0	3.93415531092e-06	0.0	0.0	4.06875609971e-06	0.0	0.0	0.0	3.99209947108e-06	0.0	0.0	1.2204290052e-06	1.00028508125e-06	0.0	1.8506112569e-06	6.68620822457e-07	5.93605679619e-06	8.7849963402e-05	1.49791415454e-06	2.79509310116e-06	1.29515224515e-06	1.63753223892e-06	3.28933042175e-06	2.59362550783e-06	2.04588092564e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella_pyogenes	8.686889746e-07	0.0	2.05973674835e-06	1.62916729643e-05	0.0	1.18901822765e-06	9.14489723879e-07	0.0	8.44181059954e-06	0.0	0.0	0.0	0.0	0.0	1.04104148671e-06	0.0	0.0	0.0	0.0	1.28553541264e-06	7.57821475448e-07	1.18154148628e-06	6.15915250062e-06	2.08146001932e-06	1.62835457494e-06	0.0	0.0	5.06785862702e-07	7.68007640073e-05	2.45632269302e-06	3.17619631434e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other;Other	3.02971544913e-06	7.43666452665e-05	5.03933810587e-05	2.49118742449e-06	8.57604449514e-06	1.72151114248e-06	8.38532871965e-06	1.13010950761e-06	0.0	0.0	1.56379208328e-05	8.63688057605e-05	3.78494069551e-06	0.000225	5.10637390097e-06	0.0	0.0	0.0	1.75372447235e-06	2.03012738637e-05	0.0	6.42149992097e-06	0.000248823004537	2.83991567098e-05	0.0	3.96506758053e-06	0.0	0.0	1.11725018602e-05	0.0	3.72687326241e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;Other	9.2421499442e-05	0.00115004735939	0.00102335302126	9.16533527158e-05	0.000242387949352	1.77670036958e-05	0.000293856436425	0.000143554579716	8.44181059954e-06	0.0	0.000391345868759	0.00246443131837	0.000229616232251	0.0043375	0.000407026741173	5.18222904029e-06	2.6222809609e-05	0.0	8.42449556788e-05	0.000452925912454	0.0	0.00013859293729	0.0055656913835	0.000455205898751	1.49791415454e-06	0.000207886885073	6.52354736791e-05	0.0	0.000210749355272	0.0	0.00101422035091
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis	0.00276041970128	0.00191046730975	0.0754392914451	1.75445325147e-05	0.000303864610404	1.32361168538e-05	0.000543941163729	0.000663216374954	2.03620030558e-05	1.24432674894e-05	0.000475512979806	0.0892773244148	0.000314588014911	0.2285625	6.75032436746e-05	0.000110942492713	0.000695344554856	1.99219855048e-06	0.000111521095945	0.0261087093792	1.8857512731e-06	0.00369488462435	0.114728557285	0.00105704570185	6.17351111402e-06	0.00452413390581	4.48399540861e-05	2.7290341948e-06	0.000265024414089	8.26017528551e-06	0.0378457507977
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_angulatum	3.17349938134e-05	0.000441209397524	0.000477201537608	1.01691526725e-05	5.36643759337e-05	8.37092397524e-06	7.04156269229e-05	6.06215187989e-05	1.11776690133e-05	0.0	0.00014446823614	0.000884874470516	5.60242185696e-05	0.0014375	1.36015608239e-06	6.99381599978e-06	8.53338415994e-05	1.38452762686e-06	2.95267467496e-05	0.000181954459885	0.0	2.43009317033e-05	0.00315262221514	0.000182488951074	0.0	7.74197383495e-05	2.59030449029e-06	1.36772711109e-06	7.58734293801e-05	5.83802937935e-06	0.000368690618402
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_animalis	3.62305293023e-05	0.000137838571015	3.66505361733e-06	1.01703395757e-06	5.93376728951e-07	0.0	6.61552854737e-06	0.00106761063109	0.0013737875574	1.89014961023e-05	0.0	2.17048174367e-06	7.46724493011e-07	0.0	0.0	2.23563603845e-06	0.0	0.000124735833174	0.00122387484072	0.0	1.8506112569e-06	0.0	0.000161389012019	6.14665249601e-05	1.59795262395e-05	0.0	0.0	2.55439272218e-06	7.19255063595e-05	1.42452679001e-06	0.00110907490745
